item_id,original_name,released,category,candidate,reason,original_description
xcl_family_bellsprout_01,Digest Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Weepinbell family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_bellsprout_02,Bellsprout Leaf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bellsprout family. When kept in the bag, it raises the critical-hit ratio of not-very-effective hits."
xcl_family_bellsprout_03,Bellsprout Branch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bellsprout family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_bellsprout_04,Bellsprout Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bellsprout family. When kept in the bag, the Pokémon's HP is restored when it eats a food item."
xcl_family_bidoof_00,Dam Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bibarel family. When kept in the bag, some of the Pokémon's moves will fill water, lava, and pits."
xcl_family_bidoof_01,Bibarel Band,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bibarel family. When kept in the bag, the Pokémon recovers faster from status problems."
xcl_family_bidoof_02,Bidoof Tooth,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bidoof family. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_bidoof_03,Bidoof Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bidoof family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_bidoof_04,Fall Charm,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bidoof family. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_bidoof_05,River Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Bibarel family. 
xcl_family_binacle_00,Barbaracle Armor,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Barbaracle family. When kept in the bag, it inflicts the Immobilized status on the attacker when the Pokémon is hit with a Grass-type move."
xcl_family_binacle_01,Barbaracle Rock,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Barbaracle family. When kept in the bag, the Pokémon will recover from status effects after defeating an enemy."
xcl_family_binacle_02,Binacle Card,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Binacle family. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_binacle_03,Binacle Claw,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Binacle family. When kept in the bag, it allows the Pokémon's regular attack to strike twice."
xcl_family_binacle_04,Binacle Guard,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Binacle family. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_bird_trio_00,Freeze Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno. When kept in the bag, the Pokémon's Flying-type moves have a chance to inflict the Frozen status."
xcl_family_bird_trio_01,Articuno Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_bird_trio_02,Articuno Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno. When kept in the bag, stat changes inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_bird_trio_03,Thunder Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zapdos. When kept in the bag, the Pokémon's Flying-type moves have a chance to inflict the Paralyzed status."
xcl_family_bird_trio_04,Zapdos Crown,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zapdos. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_bird_trio_05,Zapdos Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Zapdos. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_bird_trio_06,Fire Veil,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Moltres. When kept in the bag, the Pokémon's Flying-type moves have a chance to inflict the Burned status."
xcl_family_bird_trio_07,Moltres Cape,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Moltres. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_bird_trio_08,Moltres Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Moltres. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_bird_trio_09,Mystery Wing,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno, Zapdos, and Moltres. When kept in the bag, the effects of wands will fly in an arc when waved by the Pokémon."
xcl_family_bird_trio_10,Mystery Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno, Zapdos, and Moltres. When kept in the bag, the Pokémon's attacks never miss and always land a critical hit if all moves have the same PP."
xcl_family_bird_trio_11,Mystery Seal,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Articuno, Zapdos, and Moltres. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_family_blacephalon_00,Ultra Balloon,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Blacephalon. When kept in the bag, the Pokémon's regular attack explodes outwards with splash damage."
xcl_family_blacephalon_01,Blacephalon Brooch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Blacephalon. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_blacephalon_02,Blacephalon Shoot,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Blacephalon. When kept in the bag, the Pokémon's moves are more intensely affected by type match-ups."
xcl_family_blacephalon_03,Blacephalon Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Blacephalon. When kept in the bag, the Pokémon will take reduced damage from explosions and splash damage."
xcl_family_bounsweet_00,Tsareena Tiara,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Tsareena family. When kept in the bag, it reduces damage done by Flying-type attacks."
xcl_family_bounsweet_01,Steenee Jewel,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Steenee family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_bounsweet_02,Bounsweet Sweat,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bounsweet family. When kept in the bag, moves used on the Pokémon are more intensely affected by type match-ups."
xcl_family_bounsweet_03,Bounsweet Leaf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bounsweet family. When kept in the bag, the Pokémon is more likely to evade attacks when at low HP."
xcl_family_bounsweet_04,Bounsweet Branch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bounsweet family. When kept in the bag, the Pokémon will counter damage from regular attacks and thrown items."
xcl_family_bronzor_00,Mirror Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bronzong family. When kept in the bag, it warps the attackers away when the Pokémon is hit with a Dark-type move."
xcl_family_bronzor_01,Bronzong Brooch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bronzong family. When kept in the bag, the Pokémon becomes immune to the Frozen status."
xcl_family_bronzor_02,Bronzor Beam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bronzor family. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_bronzor_03,Bronzor Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bronzor family. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_bruxish_00,Bruxish Tiara,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Bruxish. When kept in the bag, the Pokémon's Psychic-type moves have a chance to inflict the Cringing status."
xcl_family_bruxish_01,Bruxish Jaw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Bruxish. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_bruxish_02,Bruxish Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Bruxish. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_bruxish_03,Bruxish Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Bruxish. When kept in the bag, it raises the critical-hit ratio of super-effective hits."
xcl_family_buizel_00,Float Aid,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Floatzel family. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Rain status."
xcl_family_buizel_01,Floatzel Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Floatzel family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_buizel_02,Buizel Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buizel family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Whirlpool status."
xcl_family_buizel_03,Buizel Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buizel family. When kept in the bag, the Pokémon's regular attack will hit the front and sides."
xcl_family_buizel_04,Swimmer Rock,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buizel family. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_buizel_05,Rescue Rock,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Floatzel family. 
xcl_family_bulbasaur_00,Solar Sash,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Venusaur family. When kept in the bag, it reduces damage done by Ice-type attacks."
xcl_family_bulbasaur_01,Plant Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Ivysaur family. When kept in the bag, the Pokémon cannot damage allies with its moves."
xcl_family_bulbasaur_02,Bulbasaur Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
xcl_family_bulbasaur_03,Bulbasaur Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_family_bulbasaur_04,Grass Guard,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Bulbasaur family. When kept in the bag, status problems inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_bulbasaur_05,Ivysaur Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Ivysaur family. 
xcl_family_buneary_00,Allure Coat,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Lopunny family. When kept in the bag, the Pokémon's Fighting-type moves are boosted."
xcl_family_buneary_01,Lopunny Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Lopunny family. When kept in the bag, the Pokémon will gradually restore the HP of its allies when its own HP is full."
xcl_family_buneary_02,Buneary Hair,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buneary family. When kept in the bag, stat changes inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_buneary_03,Buneary Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buneary family. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_buneary_04,Buneary Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Buneary family. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_burmy_00,Mothim Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Mothim family. When kept in the bag, the Pokémon's stat-changing moves are spread to allies."
xcl_family_burmy_01,Wormadam Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Wormadam family. When kept in the bag, the Pokémon gains the Protect status after using a Status move."
xcl_family_burmy_02,Burmy Branch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Burmy family. When kept in the bag, it raises the critical-hit ratio of not-very-effective hits."
xcl_family_burmy_03,Burmy Leaf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Burmy family. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_burmy_04,Burmy Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Burmy family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_burmy_05,Burmy Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Burmy family. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_buzzwole_00,Ultra Band,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Buzzwole. When kept in the bag, some of the Pokémon's moves will break walls."
xcl_family_buzzwole_01,Buzzwole Medal,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Buzzwole. When kept in the bag, the Pokémon will regain HP after defeating an enemy."
xcl_family_buzzwole_02,Buzzwole Horn,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Buzzwole. When kept in the bag, the Pokémon becomes extremely likely to avoid Flying-type attacks."
xcl_family_buzzwole_03,Buzzwole Wing,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Buzzwole. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_cacnea_00,Cacturne Hat,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cacturne family. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Sandstorm status."
xcl_family_cacnea_01,Cacturne Torc,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cacturne family. When kept in the bag, the Pokémon's natural HP-recovery speed is boosted."
xcl_family_cacnea_02,Cacnea Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cacnea family. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to inflict the Leech Seed status."
xcl_family_cacnea_03,Cacnea Thorn,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cacnea family. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_carbink_00,Carbink Ruff,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carbink. When kept in the bag, the Pokémon will step in to take Dragon-type attacks for nearby allies."
xcl_family_carbink_01,Carbink Jewel,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carbink. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_carbink_02,Carbink Beam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carbink. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_carbink_03,Carbink Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carbink. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_carnivine_00,Carnivine Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carnivine. When kept in the bag, it restores the PP of all moves when the Pokémon reaches a new floor."
xcl_family_carnivine_01,Carnivine Belt,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carnivine. When kept in the bag, the Pokémon gets an extra 3PP to all of its moves."
xcl_family_carnivine_02,Carnivine Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carnivine. When kept in the bag, the Pokémon's PP cannot be lowered by the moves and abilities of opposing Pokémon."
xcl_family_carnivine_03,Carnivine Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carnivine. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_carnivine_04,Carnivine Crest,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Carnivine. When kept in the bag, it causes the Pokémon's regular attack to remove the target's ability."
xcl_family_carvanha_00,Vicious Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Sharpedo family. When kept in the bag, some of the Pokémon's moves will break walls."
xcl_family_carvanha_01,Sharpedo Armor,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Sharpedo family. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_carvanha_02,Carvanha Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Carvanha family. When kept in the bag, the Pokémon will not take damage from counter attacks."
xcl_family_carvanha_03,Carvanha Foam,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Carvanha family. When kept in the bag, the Pokémon's regular attack cannot miss."
xcl_family_carvanha_04,Carvanha Jaw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Carvanha family. When kept in the bag, the Pokémon will be able to move when charging attacks."
xcl_family_castform_00,Weather Cape,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Castform. When kept in the bag, the Pokémon is protected from status conditions when the floor has the Clear status."
xcl_family_castform_01,Castform Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Castform. When kept in the bag, the Pokémon's regular attacks change to match its type."
xcl_family_castform_02,Castform Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Castform. When kept in the bag, the Pokémon's moves are more intensely affected by type match-ups."
xcl_family_castform_03,Castform Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Castform. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_castform_04,Cloud Rock,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Castform. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_caterpie_00,Glittery Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Butterfree family. When kept in the bag, it prevents the Pokémon from fainting to Rock-type moves, leaving it with 1 HP."
xcl_family_caterpie_01,Metapod Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Metapod family. When kept in the bag, the Pokémon will be able to move again after defeating an enemy."
xcl_family_caterpie_02,Caterpie Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Caterpie family. When kept in the bag, the Pokémon gets an extra 2PP to all of its moves."
xcl_family_caterpie_03,Caterpie Branch,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Caterpie family. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_celebi_00,Chrono Veil,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celebi. When kept in the bag, it restores the PP of all moves when the Pokémon reaches a new floor."
xcl_family_celebi_01,Celebi Bow,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celebi. When kept in the bag, the Pokémon can traverse water, lava, and pits."
xcl_family_celebi_02,Celebi Song,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celebi. When kept in the bag, the Pokémon takes reduced damage from multiple attacks in a turn."
xcl_family_celebi_03,Celebi Card,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celebi. When kept in the bag, it reveals the direction of the staircase whenever the Pokémon reaches a new floor."
xcl_family_celebi_04,Celebi Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celebi. When kept in the bag, the Pokémon's regular attacks and thrown items have a chance to devolve the target."
xcl_family_celesteela_00,Ultra Shoot,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celesteela. When kept in the bag, the Pokémon's Grass-type moves are boosted."
xcl_family_celesteela_01,Celesteela Seal,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celesteela. When kept in the bag, the Pokémon's moves will destroy traps."
xcl_family_celesteela_02,Celesteela Root,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celesteela. When kept in the bag, the Pokémon is prevented from being forced off its location."
xcl_family_celesteela_03,Celesteela Wing,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Celesteela. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_chansey_00,Faith Ring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Blissey family. When kept in the bag, it reduces damage done by Dragon-type attacks."
xcl_family_chansey_01,Lucky Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chansey family. When kept in the bag, the effects of wands will spread out like a fan when waved by the Pokémon."
xcl_family_chansey_02,Happiny Dew,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Happiny family. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_chansey_03,Happiny Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Happiny family. When kept in the bag, the Pokémon gives back recovered HP when it is healed by another Pokémon."
xcl_family_chansey_04,Play Tag,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Happiny family. When kept in the bag, the Pokemon's moves and items that hit in a straight line cannot damage allies."
xcl_family_chansey_05,Chansey Charm,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Chansey family. When kept in the bag, the Pokémon will find more Hidden Stairs when exploring in dungeons."
xcl_family_charmander_00,Flame Bangle,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Charizard family. When kept in the bag, the Pokémon's Dragon-type moves are boosted."
xcl_family_charmander_01,Kindle Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Charmeleon family. When kept in the bag, the Pokemon's moves and items that hit in a straight line will pass through walls."
xcl_family_charmander_02,Charmander Claw,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Charmander family. When kept in the bag, the Pokémon will do increased damage if its previous move missed."
xcl_family_charmander_03,Charmander Fang,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Charmander family. When kept in the bag, items thrown by the Pokémon will pierce through enemies."
xcl_family_charmander_04,Fiery Heart,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Charmander family. When kept in the bag, the Pokémon will damage nearby enemies after defeating an enemy."
xcl_family_charmander_05,Charmeleon Crest,False,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,An exclusive item for the Charmeleon family. 
xcl_family_chatot_00,Chatot Scarf,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Chatot. When kept in the bag, the Pokémon gains the Mini-Counter status after using a Status move."
xcl_family_chatot_01,Chatot Ring,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Chatot. When kept in the bag, status problems inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_chatot_02,Chatot Song,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Chatot. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_chatot_03,Chatot Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for Chatot. When kept in the bag, stat changes inflicted on the Pokémon are passed to the Pokémon that caused it."
xcl_family_cherubi_00,Petal Dress,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cherrim family. When kept in the bag, the Pokémon's Attack Range is increased when the floor has the Sunny status."
xcl_family_cherubi_01,Cherrim Bow,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cherrim family. When kept in the bag, the Pokémon is more likely to evade attacks from far away."
xcl_family_cherubi_02,Cherubi Seed,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cherubi family. When kept in the bag, the Pokémon has a higher chance of recruiting wild Pokémon."
xcl_family_cherubi_03,Cherubi Card,True,xcl,,Species-exclusive Pokemon equipment; no corresponding Digimon-specific item in the reference.,"An exclusive item for the Cherubi family. When kept in the bag, it restores the PP of a move when the Pokémon reaches a new floor."
